hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,adr,stays_in_week_nights,stays_in_weekend_nights,country,revenue
Resort Hotel,0,35,2016,February,66.0,2,0,GBR,132.0
Resort Hotel,0,69,2015,August,164.0,3,0,ROU,492.0
Resort Hotel,0,107,2016,August,192.0,2,2,ESP,768.0
Resort Hotel,0,22,2017,May,111.0,1,1,FRA,222.0
Resort Hotel,0,95,2015,July,97.0,2,1,GRC,291.0
Resort Hotel,0,201,2016,August,149.4,4,1,AUT,747.0
Resort Hotel,0,86,2017,April,133.25,2,2,ESP,533.0
Resort Hotel,0,52,2016,March,28.1,5,3,GBR,224.8
Resort Hotel,0,9,2015,July,161.0,1,1,ESP,322.0
Resort Hotel,0,276,2017,April,86.29,5,2,SWE,604.0300000000001
Resort Hotel,0,0,2015,August,129.0,4,2,PRT,774.0
Resort Hotel,0,13,2017,May,68.4,5,2,DEU,478.80000000000007
Resort Hotel,0,2,2016,January,48.0,0,1,PRT,48.0
Resort Hotel,0,7,2015,September,120.0,2,0,PRT,240.0
Resort Hotel,0,81,2015,August,184.0,5,2,PRT,1288.0
Resort Hotel,0,230,2016,September,97.75,3,2,AUS,488.75
Resort Hotel,0,17,2016,November,48.0,1,0,FRA,48.0
Resort Hotel,0,29,2015,September,123.0,3,2,PRT,615.0
Resort Hotel,0,0,2017,February,35.0,2,0,PRT,70.0
Resort Hotel,0,0,2017,July,120.0,1,0,NLD,120.0
Resort Hotel,0,20,2015,November,56.0,3,0,ESP,168.0
Resort Hotel,0,93,2017,May,170.0,5,2,FRA,1190.0
Resort Hotel,0,1,2016,November,65.0,0,1,CHE,65.0
Resort Hotel,0,3,2017,February,68.0,1,0,PRT,68.0
Resort Hotel,0,76,2015,September,76.3,3,2,ITA,381.5
Resort Hotel,0,168,2016,March,66.0,4,0,GBR,264.0
Resort Hotel,0,15,2015,November,56.0,1,0,PRT,56.0
Resort Hotel,0,0,2016,January,30.0,1,0,PRT,30.0
Resort Hotel,0,5,2015,October,66.0,1,0,PRT,66.0
Resort Hotel,0,229,2016,September,114.0,4,1,GBR,570.0
Resort Hotel,0,141,2016,November,55.8,2,0,DEU,111.6
Resort Hotel,0,0,2017,April,80.0,1,0,PRT,80.0
Resort Hotel,0,76,2017,April,63.13,6,2,IND,505.04
Resort Hotel,0,18,2017,July,164.0,3,1,IRL,656.0
Resort Hotel,0,0,2015,December,46.4,3,1,DEU,185.6
Resort Hotel,0,2,2016,November,36.0,1,0,PRT,36.0
Resort Hotel,0,1,2016,March,40.0,0,1,PRT,40.0
Resort Hotel,0,5,2016,January,52.23,5,2,DEU,365.61
Resort Hotel,0,0,2017,January,35.0,1,0,PRT,35.0
Resort Hotel,0,141,2016,September,92.33,3,0,POL,276.99
Resort Hotel,0,147,2015,July,58.95,2,0,CN,117.9
Resort Hotel,0,110,2015,October,52.8,5,2,GBR,369.6
Resort Hotel,0,62,2016,December,72.06,4,1,ESP,360.3
Resort Hotel,0,88,2015,September,93.17,4,1,ITA,465.85
Resort Hotel,0,16,2016,April,65.1,5,2,POL,455.69999999999993
Resort Hotel,0,243,2016,October,53.1,3,2,IRL,265.5
Resort Hotel,0,112,2015,December,0.0,3,0,PRT,0.0
Resort Hotel,0,13,2017,April,45.0,1,0,PRT,45.0
Resort Hotel,0,34,2015,November,31.63,5,2,PRT,221.41
Resort Hotel,0,35,2017,June,162.83,3,0,PRT,488.49
Resort Hotel,0,0,2015,December,72.43,1,0,PRT,72.43
Resort Hotel,0,0,2015,October,58.0,2,0,ESP,116.0
Resort Hotel,0,0,2016,October,130.0,2,0,BEL,260.0
Resort Hotel,0,0,2017,February,60.0,0,1,GBR,60.0
Resort Hotel,0,2,2016,January,30.0,1,0,PRT,30.0
Resort Hotel,0,9,2016,September,109.0,2,0,FRA,218.0
Resort Hotel,0,152,2017,April,48.0,4,0,GBR,192.0
Resort Hotel,0,102,2016,April,73.0,5,2,POL,511.0
Resort Hotel,0,10,2016,November,51.0,3,1,IRL,204.0
Resort Hotel,0,217,2016,June,67.54,5,2,GBR,472.78
Resort Hotel,0,0,2017,January,45.0,0,1,PRT,45.0
Resort Hotel,0,156,2016,October,55.0,5,2,GBR,385.0
Resort Hotel,0,4,2015,September,161.0,3,0,PRT,483.0
Resort Hotel,0,7,2016,January,40.0,1,0,PRT,40.0
Resort Hotel,0,7,2016,November,33.0,1,1,PRT,66.0
Resort Hotel,0,16,2016,October,61.0,0,2,GBR,122.0
Resort Hotel,0,0,2015,December,65.0,1,0,PRT,65.0
Resort Hotel,0,45,2017,June,172.0,2,0,PRT,344.0
Resort Hotel,0,46,2017,June,106.0,5,2,GBR,742.0
Resort Hotel,0,8,2016,March,80.0,0,2,ESP,160.0
Resort Hotel,0,1,2016,February,4.0,1,0,PRT,4.0
Resort Hotel,0,0,2016,March,46.0,1,0,PRT,46.0
Resort Hotel,0,45,2016,November,37.8,2,2,GBR,151.2
Resort Hotel,0,4,2016,February,45.0,1,0,PRT,45.0
Resort Hotel,0,67,2017,April,40.95,6,4,GBR,409.5
Resort Hotel,0,70,2015,December,154.98,3,0,PRT,464.94
Resort Hotel,0,0,2015,September,94.0,0,1,CHE,94.0
Resort Hotel,0,4,2016,February,45.0,1,0,PRT,45.0
Resort Hotel,0,32,2017,February,107.0,6,4,DEU,1070.0
Resort Hotel,0,36,2015,October,121.17,5,1,IRL,727.02
Resort Hotel,0,1,2016,January,58.0,2,0,IND,116.0
Resort Hotel,0,21,2016,April,130.5,1,1,PRT,261.0
Resort Hotel,0,115,2017,March,88.0,3,0,SWE,264.0
Resort Hotel,0,104,2017,July,203.0,5,1,DEU,1218.0
Resort Hotel,0,1,2016,June,87.0,3,0,FRA,261.0
Resort Hotel,0,45,2017,January,48.0,1,0,DEU,48.0
Resort Hotel,0,101,2016,December,141.57,5,2,GBR,990.99
Resort Hotel,0,1,2016,March,74.0,2,1,BEL,222.0
Resort Hotel,0,117,2016,June,121.0,4,2,POL,726.0
Resort Hotel,0,0,2017,August,185.0,0,1,CHE,185.0
Resort Hotel,0,30,2016,November,59.12,3,1,GBR,236.48
Resort Hotel,0,190,2017,January,66.6,5,2,GBR,466.19999999999993
Resort Hotel,0,2,2017,January,38.0,2,0,PRT,76.0
Resort Hotel,0,1,2017,April,45.0,1,0,PRT,45.0
Resort Hotel,0,19,2015,December,54.4,1,1,GBR,108.8
Resort Hotel,0,53,2017,April,87.4,4,2,FRA,524.4000000000001
Resort Hotel,0,1,2017,March,45.0,1,0,PRT,45.0
Resort Hotel,0,33,2016,December,0.0,0,0,PRT,0.0
Resort Hotel,0,173,2016,May,75.6,5,2,DEU,529.1999999999999
Resort Hotel,0,152,2016,July,102.8,2,2,PRT,411.2
Resort Hotel,0,79,2016,May,73.0,2,0,PRT,146.0
Resort Hotel,0,131,2017,July,148.5,5,2,BEL,1039.5
Resort Hotel,0,156,2016,July,118.1,5,2,PRT,826.6999999999999
Resort Hotel,0,44,2015,July,118.99,2,1,BRA,356.97
Resort Hotel,0,7,2017,January,38.0,1,0,PRT,38.0
Resort Hotel,0,1,2016,July,0.0,0,0,PRT,0.0
Resort Hotel,0,21,2017,June,126.0,2,0,ESP,252.0
Resort Hotel,0,47,2016,April,54.5,1,1,PRT,109.0
Resort Hotel,0,3,2017,April,42.0,3,1,PRT,168.0
Resort Hotel,0,289,2015,November,59.0,2,1,GBR,177.0
Resort Hotel,0,0,2016,March,43.0,1,0,PRT,43.0
Resort Hotel,0,281,2017,June,86.7,5,2,GBR,606.9
Resort Hotel,0,180,2016,August,126.0,4,2,CN,756.0
Resort Hotel,0,45,2016,December,225.0,2,0,PRT,450.0
Resort Hotel,0,56,2016,March,58.0,4,0,PRT,232.0
Resort Hotel,0,160,2017,July,222.0,5,0,PRT,1110.0
Resort Hotel,0,55,2016,April,61.4,4,2,PRT,368.4
Resort Hotel,0,27,2017,July,174.0,1,0,ESP,174.0
Resort Hotel,0,50,2016,March,125.0,3,0,ESP,375.0
Resort Hotel,0,25,2016,May,115.0,4,2,IRL,690.0
Resort Hotel,0,150,2017,April,90.0,2,2,IRL,360.0
Resort Hotel,0,163,2016,October,119.1,4,0,IRL,476.4
Resort Hotel,0,0,2016,April,56.0,0,1,PRT,56.0
Resort Hotel,0,58,2015,August,153.3,4,2,BEL,919.8
Resort Hotel,0,5,2016,October,38.0,4,1,PRT,190.0
Resort Hotel,0,2,2016,June,0.0,2,0,GBR,0.0
Resort Hotel,0,0,2016,March,40.0,5,2,ITA,280.0
Resort Hotel,0,106,2017,May,119.0,3,1,DEU,476.0
Resort Hotel,0,34,2017,April,228.5,3,0,ESP,685.5
Resort Hotel,0,140,2017,August,166.91,5,2,PRT,1168.37
Resort Hotel,0,4,2016,February,28.1,4,0,GBR,112.4
Resort Hotel,0,166,2016,June,72.0,6,2,PRT,576.0
Resort Hotel,0,0,2015,December,61.0,1,0,FRA,61.0
Resort Hotel,0,7,2017,March,29.0,3,0,GBR,87.0
Resort Hotel,0,1,2017,February,43.0,1,0,PRT,43.0
Resort Hotel,0,130,2017,July,178.0,0,2,TWN,356.0
Resort Hotel,0,18,2016,November,68.4,4,2,DEU,410.4
Resort Hotel,0,1,2017,February,55.0,0,1,PRT,55.0
Resort Hotel,0,29,2016,November,55.8,2,0,FRA,111.6
Resort Hotel,0,30,2016,March,74.0,4,0,IRL,296.0
Resort Hotel,0,1,2016,January,54.0,1,0,PRT,54.0
Resort Hotel,0,3,2016,June,156.0,2,0,ESP,312.0
Resort Hotel,0,0,2015,December,51.67,1,2,ESP,155.01
Resort Hotel,0,5,2017,March,35.0,2,0,PRT,70.0
Resort Hotel,0,0,2016,February,48.0,1,0,ESP,48.0
Resort Hotel,0,11,2015,November,29.0,0,2,PRT,58.0
Resort Hotel,0,37,2017,February,110.0,2,0,ESP,220.0
Resort Hotel,0,283,2015,October,79.0,5,2,FRA,553.0
Resort Hotel,0,1,2017,March,56.0,1,0,PRT,56.0
Resort Hotel,0,5,2016,December,48.0,1,0,GBR,48.0
Resort Hotel,0,32,2017,February,58.0,1,2,PRT,174.0
Resort Hotel,0,50,2015,October,63.08,5,2,GBR,441.56
Resort Hotel,0,18,2016,May,42.0,0,2,PRT,84.0
Resort Hotel,0,18,2016,April,107.0,2,0,ESP,214.0
Resort Hotel,0,1,2015,August,153.0,1,0,ESP,153.0
Resort Hotel,0,146,2017,June,111.6,3,2,IRL,558.0
Resort Hotel,0,6,2015,December,25.0,1,0,PRT,25.0
Resort Hotel,0,82,2015,July,81.67,3,1,IRL,326.68
Resort Hotel,0,45,2017,August,214.0,2,0,USA,428.0
Resort Hotel,0,150,2016,July,140.0,5,2,GBR,980.0
Resort Hotel,0,0,2015,July,134.0,1,0,PRT,134.0
Resort Hotel,0,2,2017,February,80.0,2,0,ESP,160.0
Resort Hotel,0,6,2016,November,0.0,0,0,PRT,0.0
Resort Hotel,0,6,2017,February,35.0,1,1,PRT,70.0
Resort Hotel,0,38,2017,April,52.85,5,2,GBR,369.95
Resort Hotel,0,53,2015,July,125.0,5,2,IRL,875.0
Resort Hotel,0,0,2015,December,99.1,1,2,ESP,297.29999999999995
Resort Hotel,0,86,2017,June,218.0,5,2,ESP,1526.0
Resort Hotel,0,1,2017,July,174.0,2,0,SWE,348.0
Resort Hotel,0,0,2017,January,48.0,0,1,DEU,48.0
Resort Hotel,0,0,2016,April,50.0,0,1,PRT,50.0
Resort Hotel,0,0,2017,February,56.0,2,1,DNK,168.0
Resort Hotel,0,0,2016,April,42.0,0,1,PRT,42.0
Resort Hotel,0,2,2016,December,0.0,0,0,PRT,0.0
Resort Hotel,0,6,2016,March,40.0,1,0,PRT,40.0
Resort Hotel,0,25,2016,February,78.4,5,1,FRA,470.4
Resort Hotel,0,191,2016,September,81.0,5,2,POL,567.0
Resort Hotel,0,11,2016,February,93.0,2,2,PRT,372.0
Resort Hotel,0,101,2016,February,26.0,5,2,FRA,182.0
Resort Hotel,0,17,2017,July,205.0,3,0,CN,615.0
Resort Hotel,0,3,2017,May,0.0,0,1,POL,0.0
Resort Hotel,0,14,2016,October,51.9,2,0,PRT,103.8
Resort Hotel,0,2,2016,September,189.6,2,0,PRT,379.2
Resort Hotel,0,68,2016,December,55.56,4,1,GBR,277.8
Resort Hotel,0,0,2017,February,48.0,2,0,PRT,96.0
Resort Hotel,0,24,2017,February,68.0,2,0,PRT,136.0
Resort Hotel,0,7,2017,March,47.0,3,1,BEL,188.0
Resort Hotel,0,104,2016,April,54.56,3,2,GBR,272.8
Resort Hotel,0,83,2017,May,74.0,4,1,PRT,370.0
Resort Hotel,0,0,2017,July,127.0,0,1,PRT,127.0
Resort Hotel,0,0,2017,April,68.0,1,0,CHE,68.0
Resort Hotel,0,115,2016,September,147.67,2,1,GBR,443.01
Resort Hotel,0,0,2015,October,58.0,0,1,GBR,58.0
Resort Hotel,0,0,2016,April,75.0,1,0,FRA,75.0
Resort Hotel,0,213,2016,August,202.83,5,2,PRT,1419.8100000000002
Resort Hotel,0,20,2015,October,42.0,1,1,PRT,84.0
Resort Hotel,0,5,2016,January,44.8,1,2,IRL,134.39999999999998
Resort Hotel,0,34,2016,November,74.88,5,1,ESP,449.28
Resort Hotel,0,189,2016,October,53.57,2,1,IRL,160.71
Resort Hotel,0,58,2017,May,128.0,3,2,GBR,640.0
Resort Hotel,0,8,2016,October,56.0,3,1,SUR,224.0
Resort Hotel,0,75,2017,January,82.0,3,1,GBR,328.0
Resort Hotel,0,7,2016,November,27.0,1,0,PRT,27.0
Resort Hotel,0,123,2016,November,63.28,0,1,SVK,63.28
Resort Hotel,0,15,2017,March,90.0,0,1,FRA,90.0
Resort Hotel,0,16,2017,June,187.5,2,2,CHE,750.0
Resort Hotel,0,153,2016,January,38.81,4,1,CN,194.05
Resort Hotel,0,48,2017,March,66.0,5,2,FRA,462.0
Resort Hotel,0,0,2016,April,42.0,1,0,PRT,42.0
Resort Hotel,0,112,2017,March,40.0,3,0,IRL,120.0
Resort Hotel,0,110,2017,July,200.0,5,2,BRA,1400.0
Resort Hotel,0,47,2015,August,157.08,3,0,FRA,471.24
Resort Hotel,0,7,2017,April,45.0,1,0,PRT,45.0
Resort Hotel,0,2,2015,October,48.0,1,0,PRT,48.0
Resort Hotel,0,65,2015,August,107.0,5,2,PRT,749.0
Resort Hotel,0,6,2016,February,43.0,1,0,FIN,43.0
Resort Hotel,0,53,2015,July,133.75,3,2,PRT,668.75
Resort Hotel,0,2,2017,February,39.5,3,1,GBR,158.0
Resort Hotel,0,171,2016,April,63.4,5,2,GBR,443.8
Resort Hotel,0,1,2017,January,34.4,1,0,PRT,34.4
Resort Hotel,0,4,2016,April,65.0,0,1,PRT,65.0
Resort Hotel,0,69,2015,October,73.43,5,2,GBR,514.01
Resort Hotel,0,9,2016,November,33.0,1,0,PRT,33.0
Resort Hotel,0,1,2015,October,76.0,1,0,PRT,76.0
Resort Hotel,0,23,2016,November,62.0,5,1,ESP,372.0
Resort Hotel,0,177,2016,June,105.0,4,2,GBR,630.0
Resort Hotel,0,1,2016,January,40.0,1,0,PRT,40.0
Resort Hotel,0,133,2016,June,90.0,3,0,IRL,270.0
Resort Hotel,0,0,2016,April,47.7,2,0,PRT,95.4
Resort Hotel,0,4,2017,February,74.0,2,1,GBR,222.0
Resort Hotel,0,9,2016,November,111.0,3,1,ESP,444.0
Resort Hotel,0,18,2016,October,79.0,4,2,GBR,474.0
Resort Hotel,0,8,2016,October,60.0,1,1,PRT,120.0
Resort Hotel,0,81,2016,December,202.5,1,1,PRT,405.0
Resort Hotel,0,25,2017,May,76.0,1,0,USA,76.0
Resort Hotel,0,47,2017,March,60.0,2,0,PRT,120.0
Resort Hotel,0,133,2016,February,26.1,1,1,POL,52.2
Resort Hotel,0,69,2016,February,26.0,1,1,ESP,52.0
Resort Hotel,0,257,2017,May,109.5,4,0,GBR,438.0
Resort Hotel,0,48,2015,July,123.0,5,2,GBR,861.0
Resort Hotel,0,12,2016,July,146.7,5,0,IRL,733.5
Resort Hotel,0,266,2016,September,48.75,5,2,GBR,341.25
Resort Hotel,0,288,2015,September,110.7,4,1,CZE,553.5
Resort Hotel,0,104,2017,June,110.0,1,1,CN,220.0
Resort Hotel,0,62,2017,August,182.5,5,2,IRL,1277.5
Resort Hotel,0,8,2016,May,72.0,2,2,GBR,288.0
Resort Hotel,0,3,2017,February,87.0,1,1,DNK,174.0
Resort Hotel,0,39,2016,September,104.67,1,2,GBR,314.01
Resort Hotel,0,0,2015,November,38.0,1,0,PRT,38.0
Resort Hotel,0,1,2015,August,140.0,1,0,PRT,140.0
Resort Hotel,0,0,2016,January,48.0,0,2,GRC,96.0
Resort Hotel,0,7,2016,March,39.6,5,2,DEU,277.2
Resort Hotel,0,26,2017,May,45.0,1,0,PRT,45.0
Resort Hotel,0,0,2016,May,79.0,1,0,PRT,79.0
Resort Hotel,0,0,2016,February,45.0,1,1,PRT,90.0
Resort Hotel,0,5,2016,November,43.2,1,1,PRT,86.4
Resort Hotel,0,58,2016,November,30.24,2,1,GBR,90.72
Resort Hotel,0,0,2016,November,54.0,1,0,PRT,54.0
Resort Hotel,0,252,2017,April,75.09,5,2,GBR,525.63
Resort Hotel,0,7,2017,February,68.0,0,1,DEU,68.0
Resort Hotel,0,107,2016,August,214.67,4,2,PRT,1288.02
Resort Hotel,0,109,2016,April,51.84,3,2,BEL,259.20000000000005
Resort Hotel,0,104,2016,November,37.8,5,2,POL,264.6
Resort Hotel,0,0,2015,July,153.0,0,1,USA,153.0
Resort Hotel,0,11,2016,March,36.86,5,2,IRL,258.02
Resort Hotel,0,71,2016,November,55.8,4,0,NLD,223.2
Resort Hotel,0,3,2016,May,95.0,2,0,ESP,190.0
Resort Hotel,0,10,2016,March,37.0,2,1,PRT,111.0
Resort Hotel,0,68,2015,October,69.93,5,2,GBR,489.5100000000001
Resort Hotel,0,17,2015,November,36.0,3,1,PRT,144.0
Resort Hotel,0,69,2016,December,64.44,4,2,PRT,386.64
Resort Hotel,0,36,2016,November,64.8,3,0,PRT,194.4
Resort Hotel,0,7,2016,March,60.5,2,2,ESP,242.0
Resort Hotel,0,2,2017,June,115.0,1,0,ESP,115.0
Resort Hotel,0,0,2016,April,55.0,1,0,ESP,55.0
Resort Hotel,0,24,2016,February,59.0,2,0,PRT,118.0
Resort Hotel,0,40,2015,July,123.2,3,0,SWE,369.6
Resort Hotel,0,166,2017,June,68.4,5,2,GBR,478.80000000000007
Resort Hotel,0,0,2016,November,48.0,1,0,PRT,48.0
Resort Hotel,0,0,2017,May,65.0,1,0,FRA,65.0
Resort Hotel,0,65,2017,June,221.0,3,0,ESP,663.0
Resort Hotel,0,37,2016,October,49.0,2,0,GBR,98.0
Resort Hotel,0,0,2016,April,37.0,1,0,PRT,37.0
Resort Hotel,0,93,2015,July,58.95,3,0,IRL,176.85000000000002
Resort Hotel,0,7,2016,March,40.0,1,0,PRT,40.0
Resort Hotel,0,56,2016,June,164.0,1,1,USA,328.0
Resort Hotel,0,1,2016,March,44.66,4,0,CN,178.64
Resort Hotel,0,13,2016,November,49.0,1,0,PRT,49.0
Resort Hotel,0,0,2015,October,106.0,2,0,FRA,212.0
Resort Hotel,0,43,2016,October,79.0,2,2,GBR,316.0
Resort Hotel,0,287,2015,October,44.5,3,1,NLD,178.0
Resort Hotel,0,131,2017,June,154.0,2,2,ESP,616.0
Resort Hotel,0,6,2016,September,159.0,2,0,CN,318.0
Resort Hotel,0,20,2017,May,170.0,5,2,FRA,1190.0
Resort Hotel,0,8,2017,July,202.33,2,1,FRA,606.99
Resort Hotel,0,73,2016,December,176.0,2,1,PRT,528.0
Resort Hotel,0,199,2016,July,174.0,4,1,PRT,870.0
Resort Hotel,0,1,2017,January,44.0,1,0,SWE,44.0
Resort Hotel,0,46,2015,July,114.63,5,2,GBR,802.41
Resort Hotel,0,43,2015,October,62.8,4,0,IRL,251.2
Resort Hotel,0,115,2015,October,37.67,4,2,IRL,226.02
Resort Hotel,0,2,2017,May,86.4,4,1,FRA,432.0
Resort Hotel,0,0,2016,April,61.0,1,1,PRT,122.0
Resort Hotel,0,202,2017,July,190.0,6,2,GBR,1520.0
Resort Hotel,0,0,2016,November,41.0,0,1,ESP,41.0
Resort Hotel,0,25,2017,July,214.0,1,2,ESP,642.0
Resort Hotel,0,5,2015,December,58.0,1,1,PRT,116.0
Resort Hotel,0,1,2016,March,68.0,2,0,PRT,136.0
Resort Hotel,0,0,2017,April,61.6,1,1,PRT,123.2
Resort Hotel,0,67,2016,September,80.0,1,2,SUR,240.0
Resort Hotel,0,189,2017,July,163.4,5,2,GBR,1143.8
Resort Hotel,0,1,2017,July,173.0,0,1,USA,173.0
Resort Hotel,0,2,2016,November,27.0,1,0,PRT,27.0
Resort Hotel,0,17,2015,December,55.0,2,2,ITA,220.0
Resort Hotel,0,153,2017,April,78.75,3,1,IRL,315.0
Resort Hotel,0,25,2015,July,145.0,4,2,PRT,870.0
Resort Hotel,0,221,2017,April,71.43,5,2,GBR,500.0100000000001
Resort Hotel,0,2,2016,December,30.0,2,0,PRT,60.0
Resort Hotel,0,31,2015,October,80.0,5,0,PRT,400.0
Resort Hotel,0,0,2017,March,35.0,0,1,PRT,35.0
Resort Hotel,0,134,2017,April,136.2,3,0,PRT,408.6
Resort Hotel,0,222,2015,September,80.0,1,1,FRA,160.0
Resort Hotel,0,11,2016,March,0.0,0,0,PRT,0.0
Resort Hotel,0,8,2016,September,161.0,2,0,ESP,322.0
Resort Hotel,0,5,2016,January,73.25,2,2,BRA,293.0
Resort Hotel,0,218,2017,May,54.0,2,0,ROU,108.0
Resort Hotel,0,1,2015,October,37.6,1,0,PRT,37.6
Resort Hotel,0,16,2017,April,161.43,5,2,IRL,1130.01
Resort Hotel,0,0,2016,March,100.0,1,0,PRT,100.0
Resort Hotel,0,6,2017,August,210.0,2,0,PRT,420.0
Resort Hotel,0,20,2016,February,54.0,3,0,ESP,162.0
Resort Hotel,0,222,2015,September,80.0,1,1,FRA,160.0
Resort Hotel,0,1,2017,February,55.0,1,0,PRT,55.0
Resort Hotel,0,17,2017,March,100.0,3,0,GBR,300.0
Resort Hotel,0,3,2015,July,88.2,1,0,ESP,88.2
Resort Hotel,0,97,2016,August,211.0,4,0,ESP,844.0
Resort Hotel,0,5,2016,May,95.0,1,2,PRT,285.0
Resort Hotel,0,0,2016,January,44.0,0,1,PRT,44.0
Resort Hotel,0,0,2017,June,121.5,1,0,PRT,121.5
Resort Hotel,0,201,2017,March,64.28,6,4,GBR,642.8
Resort Hotel,0,3,2017,May,48.0,2,1,ITA,144.0
Resort Hotel,0,5,2017,May,72.0,1,1,BRA,144.0
Resort Hotel,0,80,2016,November,37.8,3,1,GBR,151.2
Resort Hotel,0,143,2016,June,72.0,3,1,IRL,288.0
Resort Hotel,0,9,2016,February,68.75,1,1,ESP,137.5
Resort Hotel,0,71,2017,May,130.0,1,0,GBR,130.0
Resort Hotel,0,56,2016,August,223.0,2,2,MAR,892.0
Resort Hotel,0,191,2016,June,111.0,3,0,FRA,333.0
Resort Hotel,0,52,2016,February,48.0,1,2,PRT,144.0
Resort Hotel,0,8,2017,March,65.0,2,0,ESP,130.0
Resort Hotel,0,134,2017,May,62.0,1,0,GBR,62.0
Resort Hotel,0,25,2017,February,44.0,1,2,PRT,132.0
Resort Hotel,0,3,2016,February,125.0,0,1,PRT,125.0
Resort Hotel,0,44,2015,August,92.63,5,2,IRL,648.41
Resort Hotel,0,0,2016,January,71.0,1,0,FIN,71.0
Resort Hotel,0,195,2017,March,71.48,6,4,GBR,714.8000000000001
Resort Hotel,0,176,2016,May,48.06,5,2,GBR,336.42
Resort Hotel,0,158,2015,September,68.5,1,0,DEU,68.5
Resort Hotel,0,266,2015,September,34.0,4,2,IRL,204.0
Resort Hotel,0,287,2015,October,37.0,1,0,GBR,37.0
Resort Hotel,0,71,2015,July,65.5,1,1,ESP,131.0
Resort Hotel,0,2,2017,June,75.0,1,0,PRT,75.0
Resort Hotel,0,1,2016,December,49.5,1,0,PRT,49.5
Resort Hotel,0,78,2015,August,168.4,6,4,GBR,1684.0
Resort Hotel,0,0,2016,April,60.0,2,0,GBR,120.0
Resort Hotel,0,116,2017,April,82.5,4,0,ESP,330.0
Resort Hotel,0,12,2016,January,48.0,1,0,ESP,48.0
Resort Hotel,0,203,2017,April,90.0,2,0,AUT,180.0
Resort Hotel,0,154,2016,June,68.4,5,2,IRL,478.80000000000007
Resort Hotel,0,93,2015,December,48.42,3,2,PRT,242.1
Resort Hotel,0,13,2016,August,161.1,5,2,DEU,1127.7
Resort Hotel,0,98,2017,February,53.8,3,2,GBR,269.0
Resort Hotel,0,7,2016,May,72.0,2,0,PRT,144.0
Resort Hotel,0,44,2015,July,115.0,5,2,PRT,805.0
Resort Hotel,0,1,2016,October,0.0,0,1,PRT,0.0
Resort Hotel,0,209,2016,June,116.9,5,2,POL,818.3000000000001
Resort Hotel,0,6,2017,March,37.0,4,1,NLD,185.0
Resort Hotel,0,52,2015,July,133.17,5,1,PRT,799.02
Resort Hotel,0,11,2016,June,129.0,1,2,AUT,387.0
Resort Hotel,0,88,2016,August,193.0,3,1,ESP,772.0
Resort Hotel,0,142,2017,March,70.8,3,2,GBR,354.0
Resort Hotel,0,17,2016,June,141.0,1,1,GIB,282.0
Resort Hotel,0,138,2016,July,155.6,3,2,PRT,778.0
Resort Hotel,0,4,2017,January,38.5,0,1,PRT,38.5
Resort Hotel,0,53,2017,April,70.53,3,1,PRT,282.12
Resort Hotel,0,120,2017,May,100.0,4,1,USA,500.0
Resort Hotel,0,76,2016,May,109.45,5,2,ROU,766.15
Resort Hotel,0,0,2016,April,59.4,0,1,PRT,59.4
Resort Hotel,0,65,2016,April,88.0,5,2,FIN,616.0
Resort Hotel,0,0,2016,October,105.0,1,0,ESP,105.0
Resort Hotel,0,28,2016,April,136.0,1,1,PRT,272.0
Resort Hotel,0,280,2017,May,80.1,5,2,IRL,560.6999999999999
Resort Hotel,0,26,2016,April,93.0,2,0,PRT,186.0
Resort Hotel,0,203,2017,May,48.0,3,0,PRT,144.0
Resort Hotel,0,98,2016,December,78.19,5,2,FRA,547.3299999999999
Resort Hotel,0,14,2016,March,68.0,2,0,PRT,136.0
Resort Hotel,0,190,2016,October,61.2,2,1,GBR,183.6
Resort Hotel,0,7,2016,February,72.13,1,0,BRA,72.13
Resort Hotel,0,183,2017,July,142.94,3,1,PRT,571.76
Resort Hotel,0,1,2015,December,43.0,1,0,PRT,43.0
Resort Hotel,0,17,2016,July,209.0,5,2,PRT,1463.0
Resort Hotel,0,0,2016,January,66.2,1,2,ESP,198.6
Resort Hotel,0,0,2016,October,118.5,1,1,NLD,237.0
Resort Hotel,0,103,2017,May,89.1,5,2,DEU,623.6999999999999
Resort Hotel,0,103,2017,March,48.0,3,0,FRA,144.0
Resort Hotel,0,5,2016,May,86.0,0,1,PRT,86.0
Resort Hotel,0,7,2017,March,35.0,2,1,PRT,105.0
Resort Hotel,0,85,2017,August,197.93,3,2,ARG,989.65
Resort Hotel,0,91,2017,August,159.28,5,2,GBR,1114.96
Resort Hotel,0,1,2016,November,48.0,1,0,PRT,48.0
Resort Hotel,0,0,2015,November,36.4,4,1,ESP,182.0
Resort Hotel,0,27,2016,February,53.0,2,0,PRT,106.0
Resort Hotel,0,15,2017,March,0.0,6,2,PRT,0.0
Resort Hotel,0,1,2016,May,109.0,2,0,PRT,218.0
Resort Hotel,0,3,2017,January,39.0,1,1,PRT,78.0
Resort Hotel,0,218,2017,August,191.41,2,1,PRT,574.23
Resort Hotel,0,92,2015,September,48.0,5,2,DEU,336.0
Resort Hotel,0,40,2017,January,55.0,2,1,PRT,165.0
Resort Hotel,0,0,2015,October,48.0,0,1,GBR,48.0
